creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,geography_Germany,geography_Spain,gender_Male,balancePerProduct,tenureToAge,creditAge
-1.5890717591685164,0.5536877162041031,-0.35092327668945317,0.593695828712006,-0.9074437803483063,0.647178939482849,0.9812783846444526,-1.5155910206266094,-0.5765639558942919,1.7285196095888522,0.9147529628891325,0.6611088183700494,-0.04070637158511065,-0.15544316453486545
-0.08429286505092251,-1.3677497892855117,-1.732565153292091,1.5689442715320239,-0.9074437803483063,0.647178939482849,-1.0190788013355974,-0.9914620367255497,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,2.186518913062829,0.6584913799289018,0.02333332830039288
0.513349816300746,0.4525594264414917,-1.041744214990772,-1.2249133091600675,0.8092469654700353,0.647178939482849,0.9812783846444526,1.1323779346298772,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,-0.3577805960681606,-0.11177592068787234,0.04164413793348678
-0.7886574537868176,0.048046267391046525,-0.6963337458401127,1.4424008867429838,0.8092469654700353,0.647178939482849,-1.0190788013355974,-0.10534075518677742,-0.5765639558942919,-0.5785297398146738,-1.0931913211208693,-0.1556160406568153,-0.10427211752041168,-0.11696959703317245
0.16116752193279849,0.6548160059667144,-0.35092327668945317,0.4168945100720811,0.8092469654700353,0.647178939482849,0.9812783846444526,1.0124555275662688,-0.5765639558942919,1.7285196095888522,0.9147529628891325,-0.23334255710156496,-0.0387078180675721,0.004967927287797941
0.8441877291918481,0.4525594264414917,0.33989766161186563,-1.2249133091600675,0.8092469654700353,0.647178939482849,-1.0190788013355974,-0.5920608145091909,-0.5765639558942919,-0.5785297398146738,-1.0931913211208693,-0.3577805960681606,0.025807063267678707,0.0742699083635133
0.07578999602541725,-0.35646689165939854,0.33989766161186563,0.38938147762545183,-0.9074437803483063,0.647178939482849,-1.0190788013355974,-1.3979222654779568,-0.5765639558942919,-0.5785297398146738,-1.0931913211208693,0.34153571273469724,0.06889478966834682,0.00793715197048044
-0.21235915391199434,1.9694837728806613,-1.041744214990772,0.8278215718764533,0.8092469654700353,0.647178939482849,-1.0190788013355974,0.8263873197576862,1.7344129645581616,-0.5785297398146738,0.9147529628891325,-0.20219703743096415,-0.05871542222175981,-0.01918244764026657
-0.2657201076041076,-0.8621083404724553,1.0307185999131847,0.20376526815745846,-0.9074437803483063,0.647178939482849,0.9812783846444526,-1.5030922840783614,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,0.05120883065082577,1.1212883972894898,-0.29744406270830825
-0.6926077371410138,-0.8621083404724553,-0.6963337458401127,0.617476249504042,-0.9074437803483063,-1.5451677101839647,-1.0190788013355974,1.33248778107772,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,0.698304359874655,-0.7695057767855062,-0.7602816186251371
-1.6851214758143203,0.048046267391046525,1.0307185999131847,0.701499100026112,0.8092469654700353,0.647178939482849,0.9812783846444526,-1.5544704561104956,1.7344129645581616,-0.5785297398146738,0.9147529628891325,-0.21177143492763412,0.13448970281224626,-0.2397046211076322
-0.404458587203602,-0.6598517609472326,-1.3871546841414313,-1.2249133091600675,0.8092469654700353,-1.5451677101839647,-1.0190788013355974,-1.6933815214822114,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,-0.3577805960681606,-0.6062131510636102,-0.18191169834209084
-0.9167237426478895,-0.2553386018967873,0.6853081307625252,-1.2249133091600675,0.8092469654700353,-1.5451677101839647,0.9812783846444526,-1.6629559217453969,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,-0.3577805960681606,0.12571936658455665,-0.18609784885463487
1.0789759254371465,0.048046267391046525,0.33989766161186563,1.5014149187834285,0.8092469654700353,0.647178939482849,-1.0190788013355974,-0.17881226683643378,-0.5765639558942919,1.7285196095888522,0.9147529628891325,-0.1511431721927954,0.038984974679183076,0.1387283697886186
-0.6179024019720551,-1.873391238098568,-0.35092327668945317,0.31027029548663626,-0.9074437803483063,0.647178939482849,-1.0190788013355974,1.347736343577376,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,0.21779596546713928,0.04917126717700018,0.09128760194237089
0.1825119034096437,-0.9632366302350666,1.3761290690638441,-1.2249133091600675,0.8092469654700353,0.647178939482849,-1.0190788013355974,-1.2566108607885367,-0.5765639558942919,1.7285196095888522,-1.0931913211208693,-0.3577805960681606,6.512417027913392,0.8451893108173516
-1.044790031508961,-0.9632366302350666,-0.35092327668945317,0.8375394984082531,-0.9074437803483063,0.647178939482849,0.9812783846444526,-0.9085834809879381,-0.5765639558942919,-0.5785297398146738,0.9147529628891325,1.0425107042382564,-1.6656196423526435,-4.910154052366584
-0.03093191135880919,-1.3677497892855117,-1.041744214990772,0.6066447871949427,-0.9074437803483063,0.647178939482849,0.9812783846444526,-1.2918386978226537,1.7344129645581616,-0.5785297398146738,-1.0931913211208693,0.6813626030656837,0.3925550620100373,0.0029904683558236757
