creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,geography_Germany,geography_Spain,gender_Male
-1.584162534652647,0.559321787578414,-0.3505264584123955,0.5921803998337261,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-1.5260945806014417,-0.5781758138630219,1.7395127493821823,0.9114701645597474
-0.08438336222726522,-1.3769978644504828,-1.734120312198231,1.5677715559047747,-0.9124730045644619,0.6469732036817577,-1.0228323410560187,-1.0000903816952675,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
0.5112736140551559,0.45741022694531414,-1.0423233853053133,-1.2270678177052603,0.8062694324672134,0.6469732036817577,0.9776773375855073,1.1313482089028977,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-0.7864076557029758,0.04976398441291484,-0.6964249218588544,1.441183702349733,0.8062694324672134,0.6469732036817577,-1.0228323410560187,-0.11079875855255462,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
0.1602614673173006,0.6612333482115138,-0.3505264584123955,0.41531695122564416,0.8062694324672134,0.6469732036817577,0.9776773375855073,1.010996746579835,-0.5781758138630219,1.7395127493821823,0.9114701645597474
0.8410122973543532,0.45741022694531414,0.34127046848052217,-1.2270678177052603,0.8062694324672134,0.6469732036817577,-1.0228323410560187,-0.5992601922056497,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
0.075167613562669,-0.35788225811948443,0.34127046848052217,0.38779425039054943,-0.9124730045644619,0.6469732036817577,-1.0228323410560187,-1.4080048332503627,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
-0.2120241428592126,1.9860836364418115,-1.0423233853053133,0.8263884174126374,0.8062694324672134,0.6469732036817577,-1.0228323410560187,0.8242628287915057,1.729577709794886,-0.5748736250166417,0.9114701645597474
-0.2652078014558573,-0.8674400612849836,1.03306739537344,0.2021128133028052,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-1.5135511263996384,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-0.6906770702290153,-0.8674400612849836,-0.6964249218588544,0.6159691773325895,-0.9124730045644619,-1.5456590695089965,-1.0228323410560187,1.332174003138892,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-1.6798931201266074,0.04976398441291484,1.03306739537344,0.7000215544275807,0.8062694324672134,0.6469732036817577,0.9776773375855073,-1.5651131179153146,1.729577709794886,-0.5748736250166417,0.9114701645597474
-0.40348531380713365,-0.6636169400187839,-1.3882218487517721,-1.2270678177052603,0.8062694324672134,-1.5456590695089965,-1.0228323410560187,-1.7045211756728027,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-0.9140484363349232,-0.2559706974863846,0.687168931926981,-1.2270678177052603,0.8062694324672134,-1.5456590695089965,0.9776773375855073,-1.6739867200189937,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
1.07502039517959,0.04976398441291484,0.34127046848052217,1.5002184725835332,0.8062694324672134,0.6469732036817577,-1.0228323410560187,-0.1845331346598649,-0.5781758138630219,1.7395127493821823,0.9114701645597474
-0.6162199481937126,-1.8865556676159818,-0.3505264584123955,0.3086552676942212,-0.9124730045644619,0.6469732036817577,-1.0228323410560187,1.3474771215476544,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
0.18153493075595847,-0.9693516219180834,1.3789658588198987,-1.2270678177052603,0.8062694324672134,0.6469732036817577,-1.0228323410560187,-1.2661878483037794,-0.5781758138630219,1.7395127493821823,-1.0971286158148839
-1.0416892169668706,-0.9693516219180834,-0.3505264584123955,0.8361097589329147,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-0.9169153052230752,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-0.031199703630620478,-1.3769978644504828,-1.0423233853053133,0.6051339087260398,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-1.3015417225742127,1.729577709794886,-0.5748736250166417,-1.0971286158148839
0.9473796145476427,0.04976398441291484,1.03306739537344,1.0165707545356342,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-0.12556968828505352,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
0.06453088184334005,0.04976398441291484,-1.3882218487517721,0.4476225995239645,-0.9124730045644619,0.6469732036817577,-1.0228323410560187,-1.3827496823129148,1.729577709794886,-0.5748736250166417,-1.0971286158148839
-0.8076811191416337,1.2727027120101126,-1.0423233853053133,0.5175718039492117,-0.9124730045644619,-1.5456590695089965,-1.0228323410560187,0.7054733454474044,-0.5781758138630219,1.7395127493821823,0.9114701645597474
0.5857307360904586,0.35549866631221433,1.3789658588198987,1.6046620774498581,0.8062694324672134,0.6469732036817577,0.9776773375855073,0.07984888379883698,1.729577709794886,-0.5748736250166417,0.9114701645597474
0.8303755656350243,1.3746142726432125,1.7248643222663576,-1.2270678177052603,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-1.3072133035290867,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
-1.0842361438441863,1.3746142726432125,-1.3882218487517721,-1.2270678177052603,-0.9124730045644619,-1.5456590695089965,-1.0228323410560187,-0.6365756214729178,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
-0.13756702082390995,-1.8865556676159818,-0.3505264584123955,-1.2270678177052603,0.8062694324672134,-1.5456590695089965,0.9776773375855073,-0.38062676002302426,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
-0.27584453317518626,1.068879590743913,-0.3505264584123955,0.5531562535977164,-0.9124730045644619,-1.5456590695089965,0.9776773375855073,0.8076631305248325,-0.5781758138630219,1.7395127493821823,0.9114701645597474
-0.5204893627197521,0.8650564694777134,-0.3505264584123955,0.6784766565233058,-0.9124730045644619,-1.5456590695089965,0.9776773375855073,-0.9113149840191054,1.729577709794886,-0.5748736250166417,-1.0971286158148839
0.3304491748265638,1.5784373939094123,0.34127046848052217,-1.2270678177052603,0.8062694324672134,0.6469732036817577,0.9776773375855073,-0.0924978640862518,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
0.37299610170387953,-0.35788225811948443,-0.004627994965936659,0.5610196076862225,-0.9124730045644619,-1.5456590695089965,-1.0228323410560187,1.1463325702795673,1.729577709794886,-0.5748736250166417,0.9114701645597474
-1.4990686808980154,0.25358710567911447,0.34127046848052217,-1.2270678177052603,-0.9124730045644619,0.6469732036817577,0.9776773375855073,0.005166405395962895,-0.5781758138630219,-0.5748736250166417,-1.0971286158148839
-1.573525802933318,-0.15405913685328482,1.7248643222663576,0.7353087324971708,0.8062694324672134,0.6469732036817577,0.9776773375855073,-0.8258582050838221,1.729577709794886,-0.5748736250166417,-1.0971286158148839
-0.552399557877739,0.8650564694777134,-1.3882218487517721,1.0613948215177762,-0.9124730045644619,0.6469732036817577,0.9776773375855073,-0.7414061886362848,1.729577709794886,-0.5748736250166417,-1.0971286158148839
-0.3928485820878047,-0.2559706974863846,0.34127046848052217,0.893283176396315,-0.9124730045644619,-1.5456590695089965,-1.0228323410560187,-1.4729514916370499,-0.5781758138630219,1.7395127493821823,-1.0971286158148839
0.14962473559797163,0.35549866631221433,0.34127046848052217,-1.2270678177052603,-0.9124730045644619,0.6469732036817577,-1.0228323410560187,-0.1967552247655181,-0.5781758138630219,-0.5748736250166417,0.9114701645597474
0.20280839419461638,-1.784644106982882,-0.6964249218588544,1.431209319415382,0.8062694324672134,0.6469732036817577,0.9776773375855073,1.11802402591802,1.729577709794886,-0.5748736250166417,-1.0971286158148839
0.3410859065458927,-0.8674400612849836,-0.3505264584123955,0.13442960355456718,0.8062694324672134,-1.5456590695089965,0.9776773375855073,1.636074593797688,1.729577709794886,-0.5748736250166417,-1.0971286158148839
-0.3928485820878047,-0.8674400612849836,-0.004627994965936659,-1.2270678177052603,0.8062694324672134,-1.5456590695089965,0.9776773375855073,1.666747397650813,-0.5781758138630219,1.7395127493821823,0.9114701645597474
